,project_id,winning_date,winning_notice_url,order_id,winning_order_cnt,project_winning_amt,supplier_name,supplier_addr,order_name,winning_amt,cadidate_name,buyer_name,buyer_addr,buyer_contact,buyer_phone,agency_name,agency_addr,agency_contact,agency_phone
296,豫财招标采购-2022-833,2022年08月17日,http://hngp.gov.cn/henan/content?infoId=1224561&channelCode=H600102,1,1,,郑州水土坊结构技术有限公司,郑州经济技术开发区经南三路与第一大街交叉口向西50米博赛生物院内厂房,河南信息统计职业学院白沙校区教学楼功能提升与改造,2181872.75,,河南信息统计职业学院,郑州市郑东新区金龙路与刘集街交叉口,白先生,0371-56858620,中海域安项目管理咨询有限公司,河南省郑州市金水区中州大道1188号置地广场3号楼12层63号,宋女士,0371-85512909-809
297,豫财招标采购-2022-647,2022年08月18日,http://hngp.gov.cn/henan/content?infoId=1224486&channelCode=H600102,"1,2,3,4",4,,"河南精微教育科技有限公司,河南迪思商贸有限公司,河南亿众网络科技有限公司,河南合庆建筑工程有限公司","郑州市金水区紫荆山路8号阳光铭座B座1303号,商丘市梁园区凯旋路与凯四街交叉口西南角中兴小区2号楼西单元501号,商丘市梁园区民主路北侧归德路西侧电子商城A区16号,商丘市睢阳区南京路北归德路东宇鑫国际1号楼2311室","包1,包2,包3,包4","1057680.00,1041630.00,1059360.00,409786.79",,商丘师范学院,河南省商丘市平原中路55号,庞老师,0370-3057682,河南安创工程招标管理有限公司,河南省国家大学科技园东区15号楼J座2楼,郭芬,0371-86235366邮箱：hnacgczb@163.com
298,南阳政采公开-2022-57,2022年08月17日,http://hngp.gov.cn/henan/content?infoId=1221946&channelCode=H740602,1,1,,郑州量子伟业信息技术有限公司,郑州市金水区文化路82号硅谷广场B座8层801号,学生微机室装备,2026900,,南阳市第十五小学校,南阳市七一路174号,陈烨,18637787677,南阳市政府采购中心,南阳市范蠡东路与南都路交叉口市民服务中心中区3号楼5楼,程文博,0377-61176178
299,2022-07-141,2022年08月17日,http://hngp.gov.cn/henan/content?infoId=1221376&channelCode=H650202,1,1,,平顶山市宝玛仕商贸有限公司,河南省平顶山市新华区金石路与 晶珠路交叉口向东50米路北西建材嘉苑商场负一楼135、136号,本项目为河南质量工程职业学院致知楼教室桌椅更换，具体内容详见招标文件。,544292,,河南质量工程职业学院,河南省平顶山市姚电大道中段,马老师,0375-7668752,卓恒工程咨询有限公司,河南省郑州市中原区汝河路82号院1号楼办公楼3楼,李洪涛,0375-707352113140010598
300,豫财招标采购-2022-721,2022年08月15日,http://hngp.gov.cn/henan/content?infoId=1221380&channelCode=H600102,1,1,,河南明昕信息技术有限公司,郑州市高新技术开发区山桃路 11 号恒大翡翠华庭 7 号楼 1 单元 601 号,河南工学院云网络语音室项目,2198000,,河南工学院,河南省新乡市平原路东段699号,张老师,0373-3691035,河南省教育招标服务有限公司,河南省郑州市金水区花园路与农业路交叉口北100米路西河南省农业科学院农信楼一楼,翟向阳姚刚候雷胜,0371-56058512\13\19
301,2022-07-7,2022年08月16日,http://hngp.gov.cn/henan/content?infoId=1220391&channelCode=H740602,"1,2,3,4",4,,"南阳市华卓科技有限公司,河南茂学商贸有限公司,河南翊轩光电科技有限公司,南阳市未来智享信息科技有限公司","河南省南阳市宛城区仲景路与建设路交叉口西北角教育综合楼9楼西南户,河南自贸试验区郑州片区（郑东）金水东路49号绿地原盛国际3号楼A座11层139号,南阳市中关村创新创业园C栋,南阳市宛城区仲景街道孔明南路三串盛唐国际家居广场二楼8号","南阳市第十一完全学校采购设备一批项目,南阳市第十一完全学校采购设备一批项目,南阳市第十一完全学校采购设备一批项目,南阳市第十一完全学校采购设备一批项目","446530.00,936720.00,698600.00,498663.00",,南阳市第十一完全学校,南阳市中州西路,刘先生,13503778766,荣达工程咨询有限公司,南阳市卧龙区七一路706号,宋先生,0377-66965888
302,三财公开采购-2022-43,2022年08月12日,http://hngp.gov.cn/henan/content?infoId=1219561&channelCode=H730202,"1,2",2,,"河南捷之盟电子科技有限公司,河南静芝灵网络科技有限公司","郑州市金水区北三环 59 号锦绣汇城小区七号楼一单元 1004 室,河南省郑州市金水区科技市场电子大厦三楼 A001","试验筛,制图实训桌（学生）45个、图形工作站 45台等设备","1665500.00,747600.00",,三门峡职业技术学院,三门峡市崤山西路42号,周老师,15238927023,三门峡市政府采购服务中心,三门峡市崤山路西段28号（开发区电子城西侧）,葛女士,0398-3117812
303,2022-07-8,2022年08月16日,http://hngp.gov.cn/henan/content?infoId=1220386&channelCode=H740602,"1,2",2,,"河南一二三体育设施有限公司,南阳市华卓科技有限公司","河南省南阳市宛城区滨河路与明山路交叉口237号,河南省南阳市宛城区仲景路与建设路交叉口西北角教育综合楼9楼西南户","采购南阳市第十五完全学校学生双人床一批,采购南阳市第十五完全学校学生课桌凳一批","159390.00,237675.00",,南阳市第十五完全学校,南阳市百里奚路与张衡路交叉口,刘先生,13503778766,荣达工程咨询有限公司,南阳市七一路706号,宋先生,0377-66965888
304,豫财招标采购-2021-1366,2022年08月12日,http://hngp.gov.cn/henan/content?infoId=1218436&channelCode=H600102,1,1,,郑州潜力电子科技有限公司,郑州经济技术开发区航海东路1356号商鼎717房,一包：商丘师范学院文化旅游综合教学实验中心项目设备采购；,2298000,,商丘师范学院,商丘市平原中路55号,庞老师,0370-3057682,中建山河建设管理集团有限公司,郑州市郑东新区七里河南路与圃田西路交叉口西南角明亮环保三楼312室,王女士刘先生,0371-8655616118037790107
305,豫财招标采购-2022-666,2022年08月11日,http://hngp.gov.cn/henan/content?infoId=1218916&channelCode=H600102,"1,2,3",3,,"郑州博安贸易有限公司,郑州德乐圣商贸有限公司,郑州博安贸易有限公司","郑州市金水区郑花路59号21世纪广场4号楼11层1108号,郑州市金水区金水路122号1层,郑州市金水区郑花路59号21世纪广场4号楼11层1108号","详见招标文件,详见招标文件,详见招标文件","447200.00,538000.00,1647890.00",,安阳师范学院,安阳市弦歌大道436号,贺老师,0372-3300550,河南招标采购服务有限公司,郑州市纬四路13号（花园路与纬四路交叉口东50米路北）,张斯栋、李芬,0371-65958908
306,社财采购公开-2022-19,2022年08月10日,http://hngp.gov.cn/henan/content?infoId=1215514&channelCode=H740602,"1,2,3,4,5,6",6,,"河南省芯智联网络科技有限公司,郑州明道网络科技有限公司,河南省玄慧通智能科技有限公司,上海中仪盈创信息科技有限公司,河南继学电子科技有限公司,南阳迈升商贸有限公司","南阳市卧龙区车站路医专一附院7号门面房,河南省郑州市二七区京广路街道二七区碧云路 99 号 42号搂3层303号,河南自贸试验区郑州片区（郑东）商务外环路 23 号中科大厦 22 层 2202 号,上海市宝山区上大路 668 号 1 幢 5 层 B 区,河南省郑州市金水区郑汴路 127 号院 28 层 2808 号,河南省南阳市示范区新店乡下王庄 1 组 1 号","智慧教室建设工程,电子商务实训室,会计专业实训室,新能源汽车实训室,网络搭建实训室,电气控制实训室","592600.00,1027500.00,926292.00,708800.00,835000.00,809900.00",,社旗县中等职业学校,社旗县长江路,赵瑞祥,13598235238,南阳国匠工程咨询有限公司,南阳市独山大道与两相路交叉口西100米路南,邢丹丹,18736675285
307,豫财招标采购-2022-702,2022年08月08日,http://hngp.gov.cn/henan/content?infoId=1215072&channelCode=H600102,1,1,,快云信息科技有限公司,郑州经济技术开发区经北三路通信产业园第一层北侧,详见招标文件,1774840,,河南信息统计职业学院,郑州市郑东新区金龙路与刘集街交叉口,吴老师,0371-65727728,河南正禄招标代理有限公司,河南省郑州市郑东新区白沙镇通惠路31号府苑小区1号楼1单元402号,张华,182371666510371-53301569
308,,,http://hngp.gov.cn/henan/content?infoId=1214083&channelCode=H600104,,0,,,,,,,,,,,,,,
309,郑财招标采购-2022-147,2022年08月09日,http://hngp.gov.cn/henan/content?infoId=1213998&channelCode=H610102,1,1,,河南慧达电子科技有限公司,郑州金水区丰庆路 4 号院 27 号楼 12 层 215 号,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年学术报告厅和合班教室项目采购,821713,,郑州市第五十六高级中学（郑州市郑开示范高级中学）,郑州市中牟县沐春路以北，筑梦街以东，沐雨路以南,潘志敏,0371-67984259,河南省中安民诚工程咨询有限公司,郑州市陇海西路55号院郑州市劳动大厦院内二楼,王新,0371-67177749-8012电子信箱：mczxdlyb@163.com
310,豫财招标采购-2022-648,2022年08月09日,http://hngp.gov.cn/henan/content?infoId=1213825&channelCode=H600102,1,1,,郑州胜之淘科技有限公司,郑州市金水区徐庄东路97号牛顿国际B座3楼F10区,商丘师范学院物理实验技能实训室建设项目,1608000,,商丘师范学院,商丘市平原中路55号,庞永清,0370-3057682,河南省机电设备招标股份有限公司,郑州市郑东新区CBD商务外环路23号中科金座大厦8楼814室,尹贝贝,0371-65928019
311,,,http://hngp.gov.cn/henan/content?infoId=1214133&channelCode=H720204,,0,,,,,,,,,,,,,,
312,豫财招标采购-2022-49,2022年08月09日,http://hngp.gov.cn/henan/content?infoId=1213837&channelCode=H600102,1,1,,河南简捷教育科技有限公司,河南省郑州市金水区经三路66号金成国际广场B座1805室,河南中医药大学多媒体教室智慧化建设项目,4269600,,河南中医药大学,河南省郑州市郑东新区金水路156号,苏老师,0371－65680556,郑州大学建设科技集团有限公司,郑州大学建设科技集团4楼401室(郑州市金水区丰产路与东三街交叉口东南角),陈女士、张女士,18638509519、17513130624
313,浚财招标采购-2022-25,2022年08月09日,http://hngp.gov.cn/henan/content?infoId=1214113&channelCode=H670202,1,1,,河南一早教学设备有限公司,郑州市中原区陇海路桐柏路升龙金中环4号楼30层3008-3009室,浚县第三高级中学综合楼维修改造项目（设备采购）,789000,,浚县第三高级中学,浚县城西三公里路北,郭林堂,13939249408,华新项目管理集团有限公司,浚县黄河路与建设路交叉口北200米路东口子窖超市3楼,李星,18803920548
314,郑财招标采购-2022-150,2022年08月10日,http://hngp.gov.cn/henan/content?infoId=1214299&channelCode=H610102,1,1,,郑州索特信息技术有限公司,郑州市金水区花园路39号3号楼1单元21层2107号,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年智慧校园应用平台项目采购,1625000,,郑州市第五十六高级中学（郑州市郑开示范高级中学）,郑州市中牟县沐春路以北，筑梦街以东，沐雨路以南,潘志敏,0371-67984259,河南省中安民诚工程咨询有限公司,郑州市陇海西路55号院郑州市劳动大厦院内二楼,王新,0371-67177749-8012电子信箱：mczxdlyb@163.com
315,,,http://hngp.gov.cn/henan/content?infoId=1212190&channelCode=H660204,,0,,,,,,,,,,,,,,
316,新乡政采招标采购-2022-144,2022年07月26日,http://hngp.gov.cn/henan/content?infoId=1212888&channelCode=H680202,1,1,,河南锦美建设工程有限公司,河南省新乡市市辖区启明三巷月11号,新乡职业技术学院教室粉刷项目,1850036.95,,新乡职业技术学院,河南省新乡市经济技术开发区经三路六号,张志平,13782507170,河南招标采购服务有限公司,郑州市金水区纬四路13号,王现锋,0373-6378465、15736917378
317,,,http://hngp.gov.cn/henan/content?infoId=1210521&channelCode=H601401,,0,,,,,,,,,,,,,,
318,2022-07-45,2022年08月04日,http://hngp.gov.cn/henan/content?infoId=1209896&channelCode=D690503,"1,2",2,,"湖南利智科技有限公司,河南新华天恒智业装备有限责任公司","长沙高新开发区岳麓西大道 588 号芯城科技园 1 栋 804 房,郑州市郑东新区商都路 350 号","洛阳市孟津区第一高级中学新区高中教育教学设备采购项目（第一批）第六标段,","3255300.00,2479040.00",,洛阳市孟津区第一高级中学,河南省洛阳市孟津区城关镇会盟大道,郭老师,0379-67918699,西安瑞君建设项目管理有限公司,中国（河南）自由贸易试验区洛阳片区（高新）木棉路19号北航科技园4号楼1404室,张先生,0379-69969988
319,2022-07-45,2022年08月03日,http://hngp.gov.cn/henan/content?infoId=1209895&channelCode=D690503,"1,2,3,4",4,,"洛阳市华辰办公家具有限公司,洛阳市九都金柜有限公司,洛阳卓宏办公家具有限公司,河南省硕辉家具有限公司","洛阳市伊滨区寇店镇李家村,洛阳市伊滨区庞村镇窑沟村三组,洛阳市伊滨区庞村镇大庄村 5 组,洛阳市伊滨区李村镇石罢村15 组","孟津区第一高级中学新区高中108个教室采购课桌凳4740套。,,,孟津区第一高级中学新区高中采购办公桌椅572套。","786840.00,4311360.00,928140.00,799656.00",,洛阳市孟津区第一高级中学,河南省洛阳市孟津区城关镇会盟大道,郭老师,0379-67918699,西安瑞君建设项目管理有限公司,中国（河南）自由贸易试验区洛阳片区（高新）木棉路19号北航科技园4号楼1404室,张先生,0379-69969988
320,,,http://hngp.gov.cn/henan/content?infoId=1209686&channelCode=H740604,,0,,,,,,,,,,,,,,
321,焦采招标采购-2022-28,2022年08月04日,http://hngp.gov.cn/henan/content?infoId=1209349&channelCode=H690202,1,1,,河南天玥信息技术有限公司,河南自贸试验区郑州片区（郑东）金水东路21号永和国际广场B座1308室,建设实训室智能管理中心,3497600,,焦作师范高等专科学校,焦作师范高等专科学校新校区（山阳区山阳路988号）,滑先生,15639192186,焦作市公共资源交易中心,焦作市人民路889号阳光大厦B座,岳先生,0391-3568815
322,郑财招标采购-2022-106,2022年07月26日,http://hngp.gov.cn/henan/content?infoId=1208904&channelCode=H610102,1,1,,河南盛世航空服务有限责任公司,河南省郑州市金水区东风路142号瀚海海尚C座2320,完成本项目所有设备、材料、安装、调试验收等相关内容,11952781.75,,郑州财税金融职业学院,河南省郑州市郑尉路18号,海啸,0371-66880437,方大国际工程咨询股份有限公司,郑州市郑东新区康宁街与普济路交汇处德威广场12F,李杭原、岳洋洋,0371-85967760
323,郑财招标采购-2022-138,2022年08月03日,http://hngp.gov.cn/henan/content?infoId=1208303&channelCode=H610102,1,1,,郑州鑫诺汽车服务有限公司,郑州市金水区茂花路6号院7号楼1楼商铺,新能源汽车实训基地建设,3146885,,郑州市金融学校,郑州市建设路伏牛路交叉口,张家峰,0371-56702861,河南省伟信招标管理咨询有限公司,郑州市郑东新区东风南路与创业路交叉口绿地中心北塔16楼,李金秋董辛鹏,0371-65528292
324,郑财招标采购-2022-137,2022年08月03日,http://hngp.gov.cn/henan/content?infoId=1208300&channelCode=H610102,1,1,,北京络捷斯特科技发展股份有限公司,北京市通州区永乐经济开发区恒业八街6号院4号楼2单元302,物流现代综合作业实训室建设,2840000,,郑州市金融学校,郑州市建设路伏牛路交叉口,张家峰,0371-56702861,河南省伟信招标管理咨询有限公司,郑州市郑东新区东风南路与创业路交叉口绿地中心北塔16楼,李金秋董辛鹏,0371-65528292
325,豫财招标采购-2022-691,2022年08月02日,http://hngp.gov.cn/henan/content?infoId=1208030&channelCode=H600102,1,1,,浙江衡信教育科技有限公司,浙江省杭州市滨江区伟业路3号B幢20楼2001室,详见附件,1580000,,河南省妇女干部学校（河南省幼儿师范学校）,郑州市经七路22号,徐老师,0373-5960067,鑫诚国际工程咨询有限公司,郑州市文化路与优胜南路交叉口西北角国奥大厦2209,王卓,0371-55908966
326,中原公开-2022-35,2022年08月01日,http://hngp.gov.cn/henan/content?infoId=1206140&channelCode=D270202,"1,2,3,4,5,6,7,8,9",9,,"河南卓景建设工程有限公司,河南远志教育科技有限公司,河南伊清环保科技有限公司,郑州昊宏商贸有限公司,河南诚歌智能科技有限公司,河南伊清环保科技有限公司,河南中宏科技有限公司,河南中宏科技有限公司,河南诚歌智能科技有限公司","河南省郑州市二七区航海中路与祥云路交汇处正商航海广场A座808号,郑州市金水区天明路72号1号楼9层904号,郑州市中原区桐柏路206号院3号楼27层2705号,河南省郑州市中原区桐柏路街道煤仓北路16号63幢29层2903号,郑州经济技术开发区国际物流园区宇龙街与宇和路交叉口九龙新城3号楼26层2601室,郑州市中原区桐柏路206号院3号楼27层2705号,郑州经济技术开发区宇和路与宇龙街交叉口九龙新城2号楼一单元101号,郑州经济技术开发区宇和路与宇龙街交叉口九龙新城2号楼一单元101号,郑州经济技术开发区国际物流园区宇龙街与宇和路交叉口九龙新城3号楼26层2601室","音乐教室、美术教室、计算机教室,地理教室、历史教室、劳创教室,党建荣誉室（含团建接待室）,学生教室功能设施建设,网球教室,门厅、教师办公室窗帘,连廊过厅（挑高两层）,图书阅览室,报告厅、报告厅准备室","341578.69,450735.00,322287.78,215854.00,237566.22,289968.81,507921.17,1809842.85,1614813.30",,郑州市第六十五中学,郑州市中原区金枝路南先锋路西,吴昊,13623833954,河南省伟信招标管理咨询有限公司,郑州市郑东新区东风南路与创业路交叉口绿地中心北塔16楼,李金秋董辛鹏,0371-65528292
327,2022-06-96,,http://hngp.gov.cn/henan/content?infoId=1205922&channelCode=H650202,1,1,,河南继学电子科技有限公司,河南省郑州市金水区郑汴路127号院1号楼28层2808号,见附件,636000,,平顶山职业技术学院,平顶山市新城区城乡一体化示范区长安大道西段,李明江,13103650739,北京从头越建筑造价咨询有限公司,河南省平顶山市新华区矿工路与朝阳路交叉口紫金园2304室,仝先生,17637521155
328,豫财招标采购-2022-303,2022年07月26日,http://hngp.gov.cn/henan/content?infoId=1206267&channelCode=H600102,1,1,,河南思润科贸有限公司,河南省郑州市中原区林山寨街道桐柏路43号科技大厦9层909室,河南护理职业学院大学生心理健康教育与咨询中心建设项目,649900,,河南护理职业学院,河南省安阳市中华路,江老师,0372-5365296,中经国际招标集团有限公司,郑州市西三环电厂南路河南省大学科技园东区6号楼K座2层,马慧琳,18439210401
329,豫财招标采购-2022-597,2022年07月20日,http://hngp.gov.cn/henan/content?infoId=1205393&channelCode=H600102,1,1,,成都佳发安泰教育科技股份有限公司,成都市武侯区武侯电商产业功能区管委会武科西二路188号,河南财政金融学院智慧校园网络设备更新项目,2849550,,河南财政金融学院,郑州市郑东新区龙子湖高校园区龙子湖北路22号,袁老师,0371-61625168,河南省教育招标服务有限公司,郑州市金水区花园路116号河南省农业科学院农信楼,姚刚、翟向阳、侯雷胜,0371-56058519\56058512\56058513
330,豫财招标采购-2022-590,2022年07月28日,http://hngp.gov.cn/henan/content?infoId=1206309&channelCode=H600102,1,1,,河南博中天虹电子技术有限公司,郑州市金水区文化路85号A时代广场1808室,河南财政金融学院教学设备采购项目,1483120,,河南财政金融学院,郑州市郑东新区龙子湖高校园区龙子湖北路22号,刘老师,0371-61625168,河南省公共资源交易中心,郑州市经二路12号,唐老师申老师,0371-65915561hnggzyzfcg1@126.com
331,,,http://hngp.gov.cn/henan/content?infoId=1210521&channelCode=H601401,,0,,,,,,,,,,,,,,
332,南阳政采公开-2022-13,2022年07月27日,http://hngp.gov.cn/henan/content?infoId=1203481&channelCode=H740602,1,1,,河南新卓飞电子技术有限公司,郑州高新技术产业开发区莲花街 338 号电子电器产业园 5 号楼 8 层 806 室,南阳理工学院2021年智慧教室建设项目（二次）（具体要求详见招标文件）,2179000,,南阳理工学院,南阳市长江路80号,祁腾涛,13525120012,诚安工程管理有限公司,南阳市长江路与泰山路交叉口,王丽君,15660972893
333,南阳政采公开-2022-50,2022年07月27日,http://hngp.gov.cn/henan/content?infoId=1201293&channelCode=H740602,1,1,,南阳市剑兴家用电器有限责任公司,南阳市宛城区张衡东路福润花园五号楼商铺,南阳市第十五小学校孔明路校区教室空调装备采购安装工程项目,969056,,南阳市第十五小学校,南阳市孔明路与范蠡东路交叉口,杜国栋,15038723331,南阳市政府采购中心,南阳市范蠡东路与南都路交叉口市民服务中心中区3号楼5楼,程文博,0377-61176178
334,豫财招标采购-2022-528,2022年07月27日,http://hngp.gov.cn/henan/content?infoId=1201731&channelCode=H600102,1,1,,河南百科通科技有限公司,郑州市金水区三全路86号21号楼2单元13层1304号,郑州信息科技职业学院物联网综合创新实训室建设项目,491000,,郑州信息科技职业学院,郑州市金水区龙子湖北路36号,赵老师,0371-58525358,河南省教育招标服务有限公司,郑州市花园路116号河南省农业科学院西南角农信楼二楼。,陈奇,0371-56058517
335,濮财市直招标采购-2022-64,2022年12月02日,http://hngp.gov.cn/henan/content?infoId=1308754&channelCode=H700202,"1,2,3",3,,"河南獬豸智能技术研究院有限公司,河南烨迈实业有限公司,濮阳市创联电子科技有限公司","河南自贸试验区郑州片区（经开）经南五路16号华美龙大厦5栋1单元1101号,河南省郑州市中原区陇海路南、桐柏路东、文化宫路西4号楼29层2906号,濮阳市金堤路北段大数据智慧生态园","“河南省中等职业教育双高项目”建设-A包,“河南省中等职业教育双高项目”建设-B包,“河南省中等职业教育双高项目”建设-C包","3436700.00,2521400.00,1290800.00",,濮阳市职业中等专业学校,河南省濮阳市华龙区昆吾路南段,鲁飞雁,13839368869,河南盛华会计师事务所有限公司,濮阳市赛博大厦19楼1901室,卓越,0393-6666773
336,豫财招标采购-2022-690,2022年07月20日,http://hngp.gov.cn/henan/content?infoId=1201706&channelCode=H600102,1,1,,郑州三贝科技有限公司,郑州市金水区农业路53号2号楼39号,详见附件,805000,,河南省妇女干部学校（河南省幼儿师范学校）,郑州市经七路22号,徐老师,0373-5960067,河南信达工程造价咨询有限公司,郑州市郑东新区地润路18号建业总部港A座702室,寇亚茹,0371-69191803
337,豫财招标采购-2022-235,2022年07月26日,http://hngp.gov.cn/henan/content?infoId=1201542&channelCode=H600102,1,1,,河南豫教物联技术有限公司,郑州高新技术产业开发区丁香里13号院内办公楼4层,86 寸智慧纳米黑板（小教室）,3780000,,河南水利与环境职业学院,郑州市花园路136号,程老师,0371-65821082,河南省机电设备招标股份有限公司,郑州市郑东新区商务外环路23号8楼824室,李女士,0371－65928013
338,2022-07-76,,http://hngp.gov.cn/henan/content?infoId=1200353&channelCode=H650202,1,1,,河南荣庆建筑工程有限公司,河南省新乡市卫辉市后河镇人民政府院内西二楼,拆除及新建外墙面、更换雨水管、屋面防水层拆除及恢复等,1122300,,平顶山市第三高级中学,新华路中段,薛先生,0375-7267600,河南华威建设工程技术咨询事务所有限公司,郑州市航海路淮南街交叉口19号楼2单元10层北2号,张先生,18749662985
339,,,http://hngp.gov.cn/henan/content?infoId=1198384&channelCode=H750604,,0,,,,,,,,,,,,,,
340,豫财招标采购-2022-288,2022年07月13日,http://hngp.gov.cn/henan/content?infoId=1198628&channelCode=H600102,1,1,,河南东孚电子科技有限公司,郑州市中原区桐柏南路万福花园24号楼2单元附23号,详见附件,368600,,新乡医学院,河南省新乡市红旗区金穗大道601号,万铮,0373-3029880,大成工程咨询有限公司,郑州市经三路与纬五路交叉口广汇国贸12楼1202,刘静,15738877730
341,豫财招标采购-2022-255,2022年07月26日,http://hngp.gov.cn/henan/content?infoId=1198772&channelCode=H600102,1,1,,浙江思睿智训科技有限公司,浙江省金华市婺城区北二环西路 3439 号浙师大创业园 3 号楼 3 号门,大数据分析服务器,2968000,,河南科技大学,洛阳市洛龙区开元大道263号,黄先生,0379-65327683,洛阳市政府采购中心,洛阳市洛龙区开元大道与永泰街交叉口西南角洛阳市民之家六楼6013、6014,张先生崔先生,0379-69921027
342,豫财招标采购-2022-577,2022年07月21日,http://hngp.gov.cn/henan/content?infoId=1199412&channelCode=H600102,1,1,,郑州万嘉物业管理有限公司,河南省郑州市郑东新区福禄街39号旭日龙园小区物业1层,河南工业和信息化职业学院物业服务项目,2520000,,河南工业和信息化职业学院,河南省焦作市新区碧莲路801号,李老师,0391-8767632,河南省公共资源交易中心,郑州市经二路12号,郭老师、余老师,0371-65915560
343,驻政采购-2022-04-51,2022年07月25日,http://hngp.gov.cn/henan/content?infoId=1198153&channelCode=H780602,"1,2,3,4,5,6",6,,"河南省郑州市新华书店有限公司,郑州金泰图书发行有限公司,河南省黄河教育图书供应社,河南中职高教图书发行有限公司,河南省益佳图书有限公司,河南树人教育文化传播有限公司","郑州市西太康路19号,河南省郑州市金水区丰产路街道农业路16号郑州时代国际广场2209号,郑州市黄河路104号,郑州高新技术产业开发区莲花街11号8幢1单元9-10层41号房,郑州市金水区花园路27号院内东楼102室,郑州市二七区大学路80号9号楼7层718-722号","2022018—采购2022—2023学年度师生教材（货物）（二次）,2022018—采购2022—2023学年度师生教材（货物）（二次）,2022018—采购2022—2023学年度师生教材（货物）（二次）,2022018—采购2022—2023学年度师生教材（货物）（二次）,2022018—采购2022—2023学年度师生教材（货物）（二次）,2022018—采购2022—2023学年度师生教材（货物）（二次）","78.000,77.900,78.000,78.300,77.800,77.800",,黄淮学院,驻马店市开源大道西段,张先生,0396-2853959,河南铭鸿招标代理服务有限公司,驻马店市驿城区雪松路与塘坊路交叉口塘坊庄社区陈庄安置大厦204,张先生,15660506658
344,焦采招标采购-2022-41,2022年07月21日,http://hngp.gov.cn/henan/content?infoId=1195937&channelCode=H690202,"1,2,3",3,,"幼乐美（北京）教育科技有限公司,南京康轩文教图书有限公司,柚之橙（郑州）教育科技技术有限公司","北京市海淀区双清路 3 号 3229 室,南京市鼓楼区中山北路 217 号龙吟广场 1503 室,河南省郑州市郑东新区博学路 277 号 1号楼 5 层 555","详见附件,儿童音乐舞蹈剧场实训室、美术与手工实训室、科学发现实训室等三个实训室,感觉统合实训室、婴幼儿托育实训室两个实训室","1190000.00,1108650.00,1244700.00",,焦作师范高等专科学校,焦作市山阳路998号,禹老师,0391-8783008,鹏新工程管理有限公司,漯河市嵩山东支路建业智慧港B座21楼,宋女士,13663910101
345,豫财招标采购-2022-660,2022年07月21日,http://hngp.gov.cn/henan/content?infoId=1196596&channelCode=H600102,"1,2",2,,"郑州方正商祺科技有限公司,联通数字科技有限公司河南省分公司","河南省郑州市金水区东风路28号10楼1013室,郑州市金水区北环路40号院1号楼","河南工业职业技术学院智慧融合云管理平台（一期）项目-（1标段）智慧融合云管理平台,","2442600.00,1240000.00",,河南工业职业技术学院,河南省南阳市宛城区孔明北路666号,郭老师,0377-83663603,河南省国贸招标有限公司,郑州市农业路72号国际企业中心B座三楼东,倪涛,"0371-69131990,18003717203"
346,豫财招标采购-2022-446,2022年07月19日,http://hngp.gov.cn/henan/content?infoId=1195820&channelCode=H600102,"1,2,3",3,,"河南茂华建筑工程有限公司,河南蕴之齐电子科技有限公司,南京国创机电工程有限公司","开封市北郊乡北关街255号临街门面房,河南省郑州市郑东新区福禄街16号高速奥兰花园18号楼5层1号,南京市鼓楼区燕江路201号2幢201、202室","河南交通职业技术学院公路学院基础实训室条件提升建设项目（环境提升）,,","1867796.72,2288800.00,2128055.00",,河南交通职业技术学院,河南省郑州市郑东新区白沙职教园区通惠路259号,李老师,0371-60868460,河南德泓工程管理咨询有限公司,郑州市金水区经三路与东风路交叉口招商银行大厦21层,张雪兵、张超,0371-60933926
347,临采公开采购-2022-6,2022年07月20日,http://hngp.gov.cn/henan/content?infoId=1194141&channelCode=H720202,1,1,,河南壹斗商贸有限公司,河南省郑州市管城回族区紫荆山路56号华林新时代广场17楼1721号,临颍一高护眼灯更换项目,1885800,,临颍县第一高级中学,河南省临颍县城关镇文化路北段,吕先生,13603951308,河南鼎信工程管理有限公司,漯河市工商联大厦5楼505号,袁先生,0395-2156766
348,2022-06-240,2022年07月19日,http://hngp.gov.cn/henan/content?infoId=1193150&channelCode=H650202,1,1,,兴盾物业服务集团有限公司,河南省平顶山市新华区建设路西段南建宏中央花园二期1号楼8层,物业服务,9555264,,平顶山职业技术学院,平顶山市城乡一体化示范区长安大道西段,朱先生,0375-7066980,河南省亿达工程管理咨询有限公司,河南自贸试验区郑州片区（郑东）绿地新都会2号楼A座15楼,党子帛,18537586813
349,豫财招标采购-2022-617,2022年07月19日,http://hngp.gov.cn/henan/content?infoId=1193143&channelCode=H600102,"1,2",2,,"河南省郑州市新华书店有限公司,天择文化传播（河南）有限公司","郑州市金水区西太康路19号,郑州市金水区丰产路21号","河南警察学院纸质图书采购项目（包1）,河南警察学院纸质图书采购项目（包2）","68.000,67.000",,河南警察学院,河南省郑州市龙子湖东路1号,张老师,0371-56817697,河南豫信招标有限责任公司,郑州市郑东新区商务外环与西七街交叉口中华大厦19层,王科、赵继龙、关胜利,0371-61312379
